Year,Ammunition,Region,Value
2018,2_am_grenades,22_reg_Lviv,34.0
2019,2_am_grenades,22_reg_Lviv,34.0
2020,2_am_grenades,22_reg_Lviv,15.0
2021,2_am_grenades,22_reg_Lviv,15.0
2022,2_am_grenades,22_reg_Lviv,31.0
2023,2_am_grenades,22_reg_Lviv,49.0
2015,3_am_mines,22_reg_Lviv,
2016,3_am_mines,22_reg_Lviv,
2017,3_am_mines,22_reg_Lviv,
2018,3_am_mines,22_reg_Lviv,
2019,3_am_mines,22_reg_Lviv,
2020,3_am_mines,22_reg_Lviv,
2021,3_am_mines,22_reg_Lviv,
2022,3_am_mines,22_reg_Lviv,
2023,3_am_mines,22_reg_Lviv,
2015,4_am_devic,22_reg_Lviv,
2016,4_am_devic,22_reg_Lviv,
2017,4_am_devic,22_reg_Lviv,25.0
2018,4_am_devic,22_reg_Lviv,
2019,4_am_devic,22_reg_Lviv,1.0
2020,4_am_devic,22_reg_Lviv,
2021,4_am_devic,22_reg_Lviv,2.0
2022,4_am_devic,22_reg_Lviv,
2023,4_am_devic,22_reg_Lviv,
2015,,23_reg_Mykolayiv,9515.0
2016,,23_reg_Mykolayiv,2834.0
2017,,23_reg_Mykolayiv,6209.0
2018,,23_reg_Mykolayiv,8323.0
2019,,23_reg_Mykolayiv,4231.0
2020,,23_reg_Mykolayiv,1624.0
2021,,23_reg_Mykolayiv,4280.0
2022,,23_reg_Mykolayiv,15152.0
2023,,23_reg_Mykolayiv,21411.0
2015,1_am_cartridges,23_reg_Mykolayiv,9451.0
2016,1_am_cartridges,23_reg_Mykolayiv,2813.0
2017,1_am_cartridges,23_reg_Mykolayiv,6175.0
2018,1_am_cartridges,23_reg_Mykolayiv,8282.0
2019,1_am_cartridges,23_reg_Mykolayiv,4198.0
2020,1_am_cartridges,23_reg_Mykolayiv,1611.0
2021,1_am_cartridges,23_reg_Mykolayiv,4267.0
2022,1_am_cartridges,23_reg_Mykolayiv,15111.0
2023,1_am_cartridges,23_reg_Mykolayiv,21258.0
2015,2_am_grenades,23_reg_Mykolayiv,61.0
2016,2_am_grenades,23_reg_Mykolayiv,18.0
2017,2_am_grenades,23_reg_Mykolayiv,33.0
2018,2_am_grenades,23_reg_Mykolayiv,41.0
2019,2_am_grenades,23_reg_Mykolayiv,32.0
2020,2_am_grenades,23_reg_Mykolayiv,13.0
2021,2_am_grenades,23_reg_Mykolayiv,13.0
2022,2_am_grenades,23_reg_Mykolayiv,41.0
2023,2_am_grenades,23_reg_Mykolayiv,149.0
2015,3_am_mines,23_reg_Mykolayiv,2.0
2016,3_am_mines,23_reg_Mykolayiv,
2017,3_am_mines,23_reg_Mykolayiv,
2018,3_am_mines,23_reg_Mykolayiv,
2019,3_am_mines,23_reg_Mykolayiv,1.0
2020,3_am_mines,23_reg_Mykolayiv,
2021,3_am_mines,23_reg_Mykolayiv,
2022,3_am_mines,23_reg_Mykolayiv,
2023,3_am_mines,23_reg_Mykolayiv,3.0
2015,4_am_devic,23_reg_Mykolayiv,1.0
2016,4_am_devic,23_reg_Mykolayiv,3.0
2017,4_am_devic,23_reg_Mykolayiv,1.0
2018,4_am_devic,23_reg_Mykolayiv,
2019,4_am_devic,23_reg_Mykolayiv,
2020,4_am_devic,23_reg_Mykolayiv,
2021,4_am_devic,23_reg_Mykolayiv,
2022,4_am_devic,23_reg_Mykolayiv,
2023,4_am_devic,23_reg_Mykolayiv,1.0
2015,,24_reg_Odesa,21340.0
2016,,24_reg_Odesa,3665.0
2017,,24_reg_Odesa,5009.0
2018,,24_reg_Odesa,12350.0
2019,,24_reg_Odesa,11256.0
2020,,24_reg_Odesa,5687.0
2021,,24_reg_Odesa,6878.0
2022,,24_reg_Odesa,9145.0
2023,,24_reg_Odesa,22220.0
2015,1_am_cartridges,24_reg_Odesa,21301.0
2016,1_am_cartridges,24_reg_Odesa,3622.0
2017,1_am_cartridges,24_reg_Odesa,4986.0
2018,1_am_cartridges,24_reg_Odesa,12303.0
2019,1_am_cartridges,24_reg_Odesa,11180.0
2020,1_am_cartridges,24_reg_Odesa,5635.0
2021,1_am_cartridges,24_reg_Odesa,6817.0
2022,1_am_cartridges,24_reg_Odesa,9102.0
2023,1_am_cartridges,24_reg_Odesa,22066.0
2015,2_am_grenades,24_reg_Odesa,38.0
2016,2_am_grenades,24_reg_Odesa,20.0
2017,2_am_grenades,24_reg_Odesa,22.0
2018,2_am_grenades,24_reg_Odesa,46.0
2019,2_am_grenades,24_reg_Odesa,73.0
2020,2_am_grenades,24_reg_Odesa,52.0
2021,2_am_grenades,24_reg_Odesa,61.0
2022,2_am_grenades,24_reg_Odesa,43.0
2023,2_am_grenades,24_reg_Odesa,151.0
2015,3_am_mines,24_reg_Odesa,
2016,3_am_mines,24_reg_Odesa,
2017,3_am_mines,24_reg_Odesa,
2018,3_am_mines,24_reg_Odesa,1.0
2019,3_am_mines,24_reg_Odesa,1.0
2020,3_am_mines,24_reg_Odesa,
2021,3_am_mines,24_reg_Odesa,
2022,3_am_mines,24_reg_Odesa,
2023,3_am_mines,24_reg_Odesa,2.0
2015,4_am_devic,24_reg_Odesa,1.0
2016,4_am_devic,24_reg_Odesa,23.0
2017,4_am_devic,24_reg_Odesa,1.0
2018,4_am_devic,24_reg_Odesa,
2019,4_am_devic,24_reg_Odesa,2.0
2020,4_am_devic,24_reg_Odesa,
2021,4_am_devic,24_reg_Odesa,
2022,4_am_devic,24_reg_Odesa,
2023,4_am_devic,24_reg_Odesa,1.0
2015,,25_reg_Poltava,5632.0
2016,,25_reg_Poltava,7072.0
2017,,25_reg_Poltava,6276.0
2018,,25_reg_Poltava,5369.0
2019,,25_reg_Poltava,3343.0
2020,,25_reg_Poltava,5730.0
2021,,25_reg_Poltava,2393.0
2022,,25_reg_Poltava,4909.0
2023,,25_reg_Poltava,21199.0
2015,1_am_cartridges,25_reg_Poltava,5588.0
2016,1_am_cartridges,25_reg_Poltava,7025.0
2017,1_am_cartridges,25_reg_Poltava,6219.0
2018,1_am_cartridges,25_reg_Poltava,5327.0
2019,1_am_cartridges,25_reg_Poltava,3308.0
2020,1_am_cartridges,25_reg_Poltava,5713.0
2021,1_am_cartridges,25_reg_Poltava,2377.0
2022,1_am_cartridges,25_reg_Poltava,4849.0
2023,1_am_cartridges,25_reg_Poltava,21083.0
2015,2_am_grenades,25_reg_Poltava,44.0
2016,2_am_grenades,25_reg_Poltava,47.0
2017,2_am_grenades,25_reg_Poltava,57.0
2018,2_am_grenades,25_reg_Poltava,35.0
2019,2_am_grenades,25_reg_Poltava,34.0
2020,2_am_grenades,25_reg_Poltava,16.0
2021,2_am_grenades,25_reg_Poltava,16.0
2022,2_am_grenades,25_reg_Poltava,50.0
2023,2_am_grenades,25_reg_Poltava,115.0
2015,3_am_mines,25_reg_Poltava,
2016,3_am_mines,25_reg_Poltava,
2017,3_am_mines,25_reg_Poltava,
2018,3_am_mines,25_reg_Poltava,
2019,3_am_mines,25_reg_Poltava,1.0
2020,3_am_mines,25_reg_Poltava,
2021,3_am_mines,25_reg_Poltava,
2022,3_am_mines,25_reg_Poltava,
2023,3_am_mines,25_reg_Poltava,
2015,4_am_devic,25_reg_Poltava,
2016,4_am_devic,25_reg_Poltava,
2017,4_am_devic,25_reg_Poltava,
2018,4_am_devic,25_reg_Poltava,7.0
2019,4_am_devic,25_reg_Poltava,
2020,4_am_devic,25_reg_Poltava,1.0
2021,4_am_devic,25_reg_Poltava,
2022,4_am_devic,25_reg_Poltava,10.0
2023,4_am_devic,25_reg_Poltava,1.0
2015,,26_reg_Rivne,3798.0
2016,,26_reg_Rivne,2783.0
2017,,26_reg_Rivne,5092.0
2018,,26_reg_Rivne,9344.0
2019,,26_reg_Rivne,14106.0
2020,,26_reg_Rivne,29331.0
2021,,26_reg_Rivne,4242.0
2022,,26_reg_Rivne,3988.0
2023,,26_reg_Rivne,6273.0
2015,1_am_cartridges,26_reg_Rivne,3735.0
2016,1_am_cartridges,26_reg_Rivne,2721.0
2017,1_am_cartridges,26_reg_Rivne,5036.0
2018,1_am_cartridges,26_reg_Rivne,9257.0
2019,1_am_cartridges,26_reg_Rivne,13876.0
2020,1_am_cartridges,26_reg_Rivne,29215.0
2021,1_am_cartridges,26_reg_Rivne,4205.0
2022,1_am_cartridges,26_reg_Rivne,3963.0
2023,1_am_cartridges,26_reg_Rivne,6191.0
2015,2_am_grenades,26_reg_Rivne,62.0
2016,2_am_grenades,26_reg_Rivne,61.0
2017,2_am_grenades,26_reg_Rivne,53.0
2018,2_am_grenades,26_reg_Rivne,82.0
2019,2_am_grenades,26_reg_Rivne,211.0
2020,2_am_grenades,26_reg_Rivne,114.0
2021,2_am_grenades,26_reg_Rivne,37.0
2022,2_am_grenades,26_reg_Rivne,24.0
2023,2_am_grenades,26_reg_Rivne,81.0
2015,3_am_mines,26_reg_Rivne,
2016,3_am_mines,26_reg_Rivne,1.0
2017,3_am_mines,26_reg_Rivne,2.0
2018,3_am_mines,26_reg_Rivne,5.0
2019,3_am_mines,26_reg_Rivne,15.0
2020,3_am_mines,26_reg_Rivne,1.0
2021,3_am_mines,26_reg_Rivne,
2022,3_am_mines,26_reg_Rivne,
2023,3_am_mines,26_reg_Rivne,
2015,4_am_devic,26_reg_Rivne,1.0
2016,4_am_devic,26_reg_Rivne,
2017,4_am_devic,26_reg_Rivne,1.0
2018,4_am_devic,26_reg_Rivne,
2019,4_am_devic,26_reg_Rivne,4.0
2020,4_am_devic,26_reg_Rivne,1.0
2021,4_am_devic,26_reg_Rivne,
2022,4_am_devic,26_reg_Rivne,1.0
2023,4_am_devic,26_reg_Rivne,1.0
2015,,27_reg_Sumy,3254.0
2016,,27_reg_Sumy,3283.0
2017,,27_reg_Sumy,12851.0
2018,,27_reg_Sumy,3590.0
2019,,27_reg_Sumy,2556.0
2020,,27_reg_Sumy,2125.0
2021,,27_reg_Sumy,2526.0
2022,,27_reg_Sumy,4410.0
2023,,27_reg_Sumy,6526.0
2015,1_am_cartridges,27_reg_Sumy,3159.0
2016,1_am_cartridges,27_reg_Sumy,3248.0
2017,1_am_cartridges,27_reg_Sumy,12806.0
2018,1_am_cartridges,27_reg_Sumy,3557.0
2019,1_am_cartridges,27_reg_Sumy,2537.0
2020,1_am_cartridges,27_reg_Sumy,2114.0
2021,1_am_cartridges,27_reg_Sumy,2486.0
2022,1_am_cartridges,27_reg_Sumy,4381.0
2023,1_am_cartridges,27_reg_Sumy,6417.0
2015,2_am_grenades,27_reg_Sumy,92.0
2016,2_am_grenades,27_reg_Sumy,15.0
2017,2_am_grenades,27_reg_Sumy,44.0
2018,2_am_grenades,27_reg_Sumy,33.0
2019,2_am_grenades,27_reg_Sumy,9.0
2020,2_am_grenades,27_reg_Sumy,11.0
2021,2_am_grenades,27_reg_Sumy,40.0
2022,2_am_grenades,27_reg_Sumy,29.0
2023,2_am_grenades,27_reg_Sumy,74.0
2015,3_am_mines,27_reg_Sumy,1.0
2016,3_am_mines,27_reg_Sumy,20.0
2017,3_am_mines,27_reg_Sumy,
2018,3_am_mines,27_reg_Sumy,
2019,3_am_mines,27_reg_Sumy,10.0
2020,3_am_mines,27_reg_Sumy,
2021,3_am_mines,27_reg_Sumy,
2022,3_am_mines,27_reg_Sumy,
2023,3_am_mines,27_reg_Sumy,31.0
2015,4_am_devic,27_reg_Sumy,2.0
2016,4_am_devic,27_reg_Sumy,
2017,4_am_devic,27_reg_Sumy,1.0
2018,4_am_devic,27_reg_Sumy,
2019,4_am_devic,27_reg_Sumy,
2020,4_am_devic,27_reg_Sumy,
2021,4_am_devic,27_reg_Sumy,
2022,4_am_devic,27_reg_Sumy,
2023,4_am_devic,27_reg_Sumy,4.0
2015,,28_reg_Ternopil,2074.0
2016,,28_reg_Ternopil,1674.0
2017,,28_reg_Ternopil,4576.0
2018,,28_reg_Ternopil,2867.0
2019,,28_reg_Ternopil,2248.0
2020,,28_reg_Ternopil,2046.0
2021,,28_reg_Ternopil,2201.0
2022,,28_reg_Ternopil,3819.0
2023,,28_reg_Ternopil,6308.0
2015,1_am_cartridges,28_reg_Ternopil,2056.0
2016,1_am_cartridges,28_reg_Ternopil,1658.0
2017,1_am_cartridges,28_reg_Ternopil,4543.0
2018,1_am_cartridges,28_reg_Ternopil,2830.0
2019,1_am_cartridges,28_reg_Ternopil,2211.0
2020,1_am_cartridges,28_reg_Ternopil,2022.0
2021,1_am_cartridges,28_reg_Ternopil,2172.0
2022,1_am_cartridges,28_reg_Ternopil,3801.0
2023,1_am_cartridges,28_reg_Ternopil,6261.0
2015,2_am_grenades,28_reg_Ternopil,18.0
2016,2_am_grenades,28_reg_Ternopil,16.0
2017,2_am_grenades,28_reg_Ternopil,33.0
2018,2_am_grenades,28_reg_Ternopil,36.0
2019,2_am_grenades,28_reg_Ternopil,26.0
2020,2_am_grenades,28_reg_Ternopil,24.0
2021,2_am_grenades,28_reg_Ternopil,29.0
2022,2_am_grenades,28_reg_Ternopil,18.0
2023,2_am_grenades,28_reg_Ternopil,46.0
2015,3_am_mines,28_reg_Ternopil,
2016,3_am_mines,28_reg_Ternopil,
2017,3_am_mines,28_reg_Ternopil,
2018,3_am_mines,28_reg_Ternopil,
2019,3_am_mines,28_reg_Ternopil,
2020,3_am_mines,28_reg_Ternopil,
2021,3_am_mines,28_reg_Ternopil,
2022,3_am_mines,28_reg_Ternopil,
2023,3_am_mines,28_reg_Ternopil,1.0
2015,4_am_devic,28_reg_Ternopil,
2016,4_am_devic,28_reg_Ternopil,
2017,4_am_devic,28_reg_Ternopil,
2018,4_am_devic,28_reg_Ternopil,1.0
2019,4_am_devic,28_reg_Ternopil,11.0
2020,4_am_devic,28_reg_Ternopil,
2021,4_am_devic,28_reg_Ternopil,
2022,4_am_devic,28_reg_Ternopil,
2023,4_am_devic,28_reg_Ternopil,
2015,,29_reg_Kharkiv,15470.0
2016,,29_reg_Kharkiv,10051.0
2017,,29_reg_Kharkiv,12498.0
2018,,29_reg_Kharkiv,9327.0
2019,,29_reg_Kharkiv,5971.0
2020,,29_reg_Kharkiv,10032.0
2021,,29_reg_Kharkiv,6714.0
2022,,29_reg_Kharkiv,8068.0
2023,,29_reg_Kharkiv,84871.0
2015,1_am_cartridges,29_reg_Kharkiv,15215.0
2016,1_am_cartridges,29_reg_Kharkiv,9960.0
2017,1_am_cartridges,29_reg_Kharkiv,12365.0
2018,1_am_cartridges,29_reg_Kharkiv,9164.0
2019,1_am_cartridges,29_reg_Kharkiv,5768.0
2020,1_am_cartridges,29_reg_Kharkiv,9837.0
2021,1_am_cartridges,29_reg_Kharkiv,6637.0
2022,1_am_cartridges,29_reg_Kharkiv,7974.0
2023,1_am_cartridges,29_reg_Kharkiv,83922.0
2015,2_am_grenades,29_reg_Kharkiv,247.0
2016,2_am_grenades,29_reg_Kharkiv,81.0
2017,2_am_grenades,29_reg_Kharkiv,117.0
2018,2_am_grenades,29_reg_Kharkiv,149.0
2019,2_am_grenades,29_reg_Kharkiv,162.0
2020,2_am_grenades,29_reg_Kharkiv,115.0
2021,2_am_grenades,29_reg_Kharkiv,74.0
2022,2_am_grenades,29_reg_Kharkiv,93.0
2023,2_am_grenades,29_reg_Kharkiv,917.0
2015,3_am_mines,29_reg_Kharkiv,4.0
2016,3_am_mines,29_reg_Kharkiv,10.0
2017,3_am_mines,29_reg_Kharkiv,10.0
2018,3_am_mines,29_reg_Kharkiv,11.0
2019,3_am_mines,29_reg_Kharkiv,39.0
2020,3_am_mines,29_reg_Kharkiv,8.0
2021,3_am_mines,29_reg_Kharkiv,
2022,3_am_mines,29_reg_Kharkiv,
2023,3_am_mines,29_reg_Kharkiv,4.0
2015,4_am_devic,29_reg_Kharkiv,4.0
2016,4_am_devic,29_reg_Kharkiv,
2017,4_am_devic,29_reg_Kharkiv,6.0
2018,4_am_devic,29_reg_Kharkiv,3.0
2019,4_am_devic,29_reg_Kharkiv,2.0
2020,4_am_devic,29_reg_Kharkiv,72.0
2021,4_am_devic,29_reg_Kharkiv,3.0
2022,4_am_devic,29_reg_Kharkiv,1.0
2023,4_am_devic,29_reg_Kharkiv,28.0
2015,,30_reg_Kherson,4280.0
2016,,30_reg_Kherson,3330.0
2017,,30_reg_Kherson,6172.0
2018,,30_reg_Kherson,39934.0
2019,,30_reg_Kherson,6161.0
2020,,30_reg_Kherson,5022.0
2021,,30_reg_Kherson,5452.0
2022,,30_reg_Kherson,1244.0
2023,,30_reg_Kherson,5179.0
2015,1_am_cartridges,30_reg_Kherson,4257.0
2016,1_am_cartridges,30_reg_Kherson,3299.0
2017,1_am_cartridges,30_reg_Kherson,6117.0
2018,1_am_cartridges,30_reg_Kherson,39807.0
2019,1_am_cartridges,30_reg_Kherson,6124.0
2020,1_am_cartridges,30_reg_Kherson,4992.0
2021,1_am_cartridges,30_reg_Kherson,5385.0
2022,1_am_cartridges,30_reg_Kherson,1237.0
2023,1_am_cartridges,30_reg_Kherson,5122.0
2015,2_am_grenades,30_reg_Kherson,23.0
2016,2_am_grenades,30_reg_Kherson,30.0
2017,2_am_grenades,30_reg_Kherson,48.0
2018,2_am_grenades,30_reg_Kherson,123.0
2019,2_am_grenades,30_reg_Kherson,35.0
2020,2_am_grenades,30_reg_Kherson,28.0
2021,2_am_grenades,30_reg_Kherson,66.0
2022,2_am_grenades,30_reg_Kherson,6.0
2023,2_am_grenades,30_reg_Kherson,57.0
2015,3_am_mines,30_reg_Kherson,
2016,3_am_mines,30_reg_Kherson,
2017,3_am_mines,30_reg_Kherson,7.0
2018,3_am_mines,30_reg_Kherson,2.0
2019,3_am_mines,30_reg_Kherson,1.0
2020,3_am_mines,30_reg_Kherson,
2021,3_am_mines,30_reg_Kherson,1.0
2022,3_am_mines,30_reg_Kherson,
2023,3_am_mines,30_reg_Kherson,
2015,4_am_devic,30_reg_Kherson,
2016,4_am_devic,30_reg_Kherson,1.0
2017,4_am_devic,30_reg_Kherson,
2018,4_am_devic,30_reg_Kherson,2.0
2019,4_am_devic,30_reg_Kherson,1.0
2020,4_am_devic,30_reg_Kherson,2.0
2021,4_am_devic,30_reg_Kherson,
2022,4_am_devic,30_reg_Kherson,1.0
2023,4_am_devic,30_reg_Kherson,
2015,,31_reg_Khmelnytskiy,1271.0
2016,,31_reg_Khmelnytskiy,1002.0
2017,,31_reg_Khmelnytskiy,9839.0
2018,,31_reg_Khmelnytskiy,4023.0
2019,,31_reg_Khmelnytskiy,3376.0
2020,,31_reg_Khmelnytskiy,3404.0
2021,,31_reg_Khmelnytskiy,3309.0
2022,,31_reg_Khmelnytskiy,1839.0
2023,,31_reg_Khmelnytskiy,5746.0
2015,1_am_cartridges,31_reg_Khmelnytskiy,1255.0
2016,1_am_cartridges,31_reg_Khmelnytskiy,994.0
2017,1_am_cartridges,31_reg_Khmelnytskiy,9813.0
2018,1_am_cartridges,31_reg_Khmelnytskiy,3994.0
2019,1_am_cartridges,31_reg_Khmelnytskiy,3177.0
2020,1_am_cartridges,31_reg_Khmelnytskiy,3396.0
2021,1_am_cartridges,31_reg_Khmelnytskiy,3294.0
2022,1_am_cartridges,31_reg_Khmelnytskiy,1831.0
2023,1_am_cartridges,31_reg_Khmelnytskiy,5710.0
2015,2_am_grenades,31_reg_Khmelnytskiy,16.0
2016,2_am_grenades,31_reg_Khmelnytskiy,8.0
2017,2_am_grenades,31_reg_Khmelnytskiy,24.0
2018,2_am_grenades,31_reg_Khmelnytskiy,26.0
2019,2_am_grenades,31_reg_Khmelnytskiy,199.0
2020,2_am_grenades,31_reg_Khmelnytskiy,8.0
2021,2_am_grenades,31_reg_Khmelnytskiy,15.0
2022,2_am_grenades,31_reg_Khmelnytskiy,8.0
2023,2_am_grenades,31_reg_Khmelnytskiy,35.0
2015,3_am_mines,31_reg_Khmelnytskiy,
2016,3_am_mines,31_reg_Khmelnytskiy,
2017,3_am_mines,31_reg_Khmelnytskiy,
2018,3_am_mines,31_reg_Khmelnytskiy,
2019,3_am_mines,31_reg_Khmelnytskiy,
2020,3_am_mines,31_reg_Khmelnytskiy,
2021,3_am_mines,31_reg_Khmelnytskiy,
2022,3_am_mines,31_reg_Khmelnytskiy,
2023,3_am_mines,31_reg_Khmelnytskiy,1.0
2015,4_am_devic,31_reg_Khmelnytskiy,
2016,4_am_devic,31_reg_Khmelnytskiy,
2017,4_am_devic,31_reg_Khmelnytskiy,2.0
2018,4_am_devic,31_reg_Khmelnytskiy,3.0
2019,4_am_devic,31_reg_Khmelnytskiy,
2020,4_am_devic,31_reg_Khmelnytskiy,
2021,4_am_devic,31_reg_Khmelnytskiy,
2022,4_am_devic,31_reg_Khmelnytskiy,
2023,4_am_devic,31_reg_Khmelnytskiy,
2015,,32_reg_Cherkasy,3016.0
2016,,32_reg_Cherkasy,4663.0
2017,,32_reg_Cherkasy,3576.0
2018,,32_reg_Cherkasy,2601.0
2019,,32_reg_Cherkasy,2791.0
2020,,32_reg_Cherkasy,2852.0
2021,,32_reg_Cherkasy,3585.0
2022,,32_reg_Cherkasy,2445.0
2023,,32_reg_Cherkasy,10166.0
2015,1_am_cartridges,32_reg_Cherkasy,2972.0
2016,1_am_cartridges,32_reg_Cherkasy,4619.0
2017,1_am_cartridges,32_reg_Cherkasy,3514.0
2018,1_am_cartridges,32_reg_Cherkasy,2549.0
2019,1_am_cartridges,32_reg_Cherkasy,2751.0
2020,1_am_cartridges,32_reg_Cherkasy,2832.0
2021,1_am_cartridges,32_reg_Cherkasy,3572.0
2022,1_am_cartridges,32_reg_Cherkasy,2403.0
2023,1_am_cartridges,32_reg_Cherkasy,10036.0
2015,2_am_grenades,32_reg_Cherkasy,37.0
2016,2_am_grenades,32_reg_Cherkasy,44.0
2017,2_am_grenades,32_reg_Cherkasy,54.0
2018,2_am_grenades,32_reg_Cherkasy,51.0
2019,2_am_grenades,32_reg_Cherkasy,35.0
2020,2_am_grenades,32_reg_Cherkasy,19.0
2021,2_am_grenades,32_reg_Cherkasy,12.0
2022,2_am_grenades,32_reg_Cherkasy,42.0
2023,2_am_grenades,32_reg_Cherkasy,130.0
2015,3_am_mines,32_reg_Cherkasy,6.0
2016,3_am_mines,32_reg_Cherkasy,
2017,3_am_mines,32_reg_Cherkasy,8.0
2018,3_am_mines,32_reg_Cherkasy,
2019,3_am_mines,32_reg_Cherkasy,5.0
2020,3_am_mines,32_reg_Cherkasy,
2021,3_am_mines,32_reg_Cherkasy,
2022,3_am_mines,32_reg_Cherkasy,
2023,3_am_mines,32_reg_Cherkasy,
2015,4_am_devic,32_reg_Cherkasy,1.0
2016,4_am_devic,32_reg_Cherkasy,
2017,4_am_devic,32_reg_Cherkasy,
2018,4_am_devic,32_reg_Cherkasy,1.0
2019,4_am_devic,32_reg_Cherkasy,
2020,4_am_devic,32_reg_Cherkasy,1.0
2021,4_am_devic,32_reg_Cherkasy,1.0
2022,4_am_devic,32_reg_Cherkasy,
2023,4_am_devic,32_reg_Cherkasy,
2015,,33_reg_Chernivtsi,921.0
2016,,33_reg_Chernivtsi,196.0
2017,,33_reg_Chernivtsi,1668.0
2018,,33_reg_Chernivtsi,3538.0
2019,,33_reg_Chernivtsi,1956.0
2020,,33_reg_Chernivtsi,5455.0
2021,,33_reg_Chernivtsi,1328.0
2022,,33_reg_Chernivtsi,2675.0
2023,,33_reg_Chernivtsi,7459.0
2015,1_am_cartridges,33_reg_Chernivtsi,911.0
2016,1_am_cartridges,33_reg_Chernivtsi,192.0
2017,1_am_cartridges,33_reg_Chernivtsi,1659.0
2018,1_am_cartridges,33_reg_Chernivtsi,3528.0
2019,1_am_cartridges,33_reg_Chernivtsi,1903.0
2020,1_am_cartridges,33_reg_Chernivtsi,5448.0
2021,1_am_cartridges,33_reg_Chernivtsi,1323.0
2022,1_am_cartridges,33_reg_Chernivtsi,2663.0
2023,1_am_cartridges,33_reg_Chernivtsi,7437.0
2015,2_am_grenades,33_reg_Chernivtsi,10.0
2016,2_am_grenades,33_reg_Chernivtsi,4.0
2017,2_am_grenades,33_reg_Chernivtsi,9.0
2018,2_am_grenades,33_reg_Chernivtsi,10.0
2019,2_am_grenades,33_reg_Chernivtsi,53.0
2020,2_am_grenades,33_reg_Chernivtsi,7.0
2021,2_am_grenades,33_reg_Chernivtsi,5.0
2022,2_am_grenades,33_reg_Chernivtsi,12.0
2023,2_am_grenades,33_reg_Chernivtsi,22.0
2015,3_am_mines,33_reg_Chernivtsi,
2016,3_am_mines,33_reg_Chernivtsi,
2017,3_am_mines,33_reg_Chernivtsi,
2018,3_am_mines,33_reg_Chernivtsi,
2019,3_am_mines,33_reg_Chernivtsi,
2020,3_am_mines,33_reg_Chernivtsi,
2021,3_am_mines,33_reg_Chernivtsi,
2022,3_am_mines,33_reg_Chernivtsi,
2023,3_am_mines,33_reg_Chernivtsi,
2015,4_am_devic,33_reg_Chernivtsi,
2016,4_am_devic,33_reg_Chernivtsi,
2017,4_am_devic,33_reg_Chernivtsi,
2018,4_am_devic,33_reg_Chernivtsi,
2019,4_am_devic,33_reg_Chernivtsi,
2020,4_am_devic,33_reg_Chernivtsi,
2021,4_am_devic,33_reg_Chernivtsi,
2022,4_am_devic,33_reg_Chernivtsi,
2023,4_am_devic,33_reg_Chernivtsi,
2015,,34_reg_Chernihiv,6855.0
2016,,34_reg_Chernihiv,3185.0
2017,,34_reg_Chernihiv,4742.0
2018,,34_reg_Chernihiv,8477.0
2019,,34_reg_Chernihiv,3672.0
2020,,34_reg_Chernihiv,4431.0
2021,,34_reg_Chernihiv,5061.0
2022,,34_reg_Chernihiv,10837.0
2023,,34_reg_Chernihiv,17802.0
2015,1_am_cartridges,34_reg_Chernihiv,6811.0
2016,1_am_cartridges,34_reg_Chernihiv,3158.0
2017,1_am_cartridges,34_reg_Chernihiv,4728.0
2018,1_am_cartridges,34_reg_Chernihiv,8429.0
2019,1_am_cartridges,34_reg_Chernihiv,3654.0
2020,1_am_cartridges,34_reg_Chernihiv,4413.0
2021,1_am_cartridges,34_reg_Chernihiv,5051.0
2022,1_am_cartridges,34_reg_Chernihiv,10778.0
2023,1_am_cartridges,34_reg_Chernihiv,17668.0
2015,2_am_grenades,34_reg_Chernihiv,44.0
2016,2_am_grenades,34_reg_Chernihiv,26.0
2017,2_am_grenades,34_reg_Chernihiv,13.0
2018,2_am_grenades,34_reg_Chernihiv,47.0
2019,2_am_grenades,34_reg_Chernihiv,18.0
2020,2_am_grenades,34_reg_Chernihiv,18.0
2021,2_am_grenades,34_reg_Chernihiv,10.0
2022,2_am_grenades,34_reg_Chernihiv,59.0
2023,2_am_grenades,34_reg_Chernihiv,129.0
2015,3_am_mines,34_reg_Chernihiv,
2016,3_am_mines,34_reg_Chernihiv,
2017,3_am_mines,34_reg_Chernihiv,
2018,3_am_mines,34_reg_Chernihiv,
2019,3_am_mines,34_reg_Chernihiv,
2020,3_am_mines,34_reg_Chernihiv,
2021,3_am_mines,34_reg_Chernihiv,
2022,3_am_mines,34_reg_Chernihiv,
2023,3_am_mines,34_reg_Chernihiv,4.0
2015,4_am_devic,34_reg_Chernihiv,
2016,4_am_devic,34_reg_Chernihiv,1.0
2017,4_am_devic,34_reg_Chernihiv,1.0
2018,4_am_devic,34_reg_Chernihiv,1.0
2019,4_am_devic,34_reg_Chernihiv,
2020,4_am_devic,34_reg_Chernihiv,
2021,4_am_devic,34_reg_Chernihiv,
2022,4_am_devic,34_reg_Chernihiv,
2023,4_am_devic,34_reg_Chernihiv,1.0
2015,,35_reg_Kyiv_city,9851.0
2016,,35_reg_Kyiv_city,6250.0
2017,,35_reg_Kyiv_city,7531.0
2018,,35_reg_Kyiv_city,26260.0
2019,,35_reg_Kyiv_city,7857.0
2020,,35_reg_Kyiv_city,4715.0
2021,,35_reg_Kyiv_city,5985.0
2022,,35_reg_Kyiv_city,8620.0
2023,,35_reg_Kyiv_city,39858.0
