Year,Region,Value
2018,Ivano-Frankivsk,44.7
2019,Ivano-Frankivsk,46.4
2020,Ivano-Frankivsk,41.3
2021,Ivano-Frankivsk,39.6
2022,Ivano-Frankivsk,
2023,Ivano-Frankivsk,
2015,Kyiv,66.9
2016,Kyiv,64.7
2017,Kyiv,64.8
2018,Kyiv,69.0
2019,Kyiv,62.3
2020,Kyiv,65.5
2021,Kyiv,68.2
2022,Kyiv,
2023,Kyiv,
2015,Kirovohrad,77.0
2016,Kirovohrad,72.0
2017,Kirovohrad,80.5
2018,Kirovohrad,78.9
2019,Kirovohrad,64.7
2020,Kirovohrad,67.1
2021,Kirovohrad,83.7
2022,Kirovohrad,
2023,Kirovohrad,
2015,Luhansk,
2016,Luhansk,
2017,Luhansk,
2018,Luhansk,
2019,Luhansk,
2020,Luhansk,
2021,Luhansk,
2022,Luhansk,
2023,Luhansk,
2015,Lviv,55.4
2016,Lviv,52.7
2017,Lviv,53.5
2018,Lviv,55.9
2019,Lviv,49.2
2020,Lviv,57.2
2021,Lviv,57.1
2022,Lviv,
2023,Lviv,
2015,Mykolayiv,61.3
2016,Mykolayiv,68.4
2017,Mykolayiv,64.5
2018,Mykolayiv,62.8
2019,Mykolayiv,57.1
2020,Mykolayiv,55.7
2021,Mykolayiv,60.3
2022,Mykolayiv,
2023,Mykolayiv,
2015,Odesa,73.2
2016,Odesa,67.5
2017,Odesa,65.0
2018,Odesa,65.2
2019,Odesa,61.7
2020,Odesa,59.6
2021,Odesa,68.6
2022,Odesa,
2023,Odesa,
2015,Poltava,74.4
2016,Poltava,80.6
2017,Poltava,76.1
2018,Poltava,72.0
2019,Poltava,65.2
2020,Poltava,74.9
2021,Poltava,78.1
2022,Poltava,
2023,Poltava,
2015,Rivne,63.3
2016,Rivne,64.5
2017,Rivne,51.1
2018,Rivne,46.8
2019,Rivne,60.0
2020,Rivne,58.9
2021,Rivne,66.0
2022,Rivne,
2023,Rivne,
2015,Sumy,72.6
2016,Sumy,78.3
2017,Sumy,82.8
2018,Sumy,72.5
2019,Sumy,69.6
2020,Sumy,81.4
2021,Sumy,89.4
2022,Sumy,
2023,Sumy,
2015,Ternopil,40.6
2016,Ternopil,49.3
2017,Ternopil,48.3
2018,Ternopil,55.5
2019,Ternopil,43.5
2020,Ternopil,41.4
2021,Ternopil,51.6
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,73.1
2016,Kharkiv,70.4
2017,Kharkiv,72.7
2018,Kharkiv,68.7
2019,Kharkiv,61.8
2020,Kharkiv,67.8
2021,Kharkiv,66.5
2022,Kharkiv,
2023,Kharkiv,
2015,Kherson,93.1
2016,Kherson,85.5
2017,Kherson,88.9
2018,Kherson,94.3
2019,Kherson,81.0
2020,Kherson,90.0
2021,Kherson,77.4
2022,Kherson,
2023,Kherson,
2015,Khmelnytskiy,62.5
2016,Khmelnytskiy,58.3
2017,Khmelnytskiy,54.6
2018,Khmelnytskiy,62.5
2019,Khmelnytskiy,48.7
2020,Khmelnytskiy,50.1
2021,Khmelnytskiy,58.7
2022,Khmelnytskiy,
2023,Khmelnytskiy,
2015,Cherkasy,68.3
2016,Cherkasy,62.2
2017,Cherkasy,73.4
2018,Cherkasy,60.9
2019,Cherkasy,60.3
2020,Cherkasy,73.1
2021,Cherkasy,70.9
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,33.9
2016,Chernivtsi,45.9
2017,Chernivtsi,40.8
2018,Chernivtsi,39.5
2019,Chernivtsi,36.3
2020,Chernivtsi,40.5
2021,Chernivtsi,33.7
2022,Chernivtsi,
2023,Chernivtsi,
2015,Chernihiv,89.9
2016,Chernihiv,78.7
2017,Chernihiv,82.1
2018,Chernihiv,75.4
2019,Chernihiv,67.9
2020,Chernihiv,70.4
2021,Chernihiv,81.6
2022,Chernihiv,
2023,Chernihiv,
2015,the city of Kyiv,50.7
2016,the city of Kyiv,48.1
2017,the city of Kyiv,46.3
2018,the city of Kyiv,45.9
2019,the city of Kyiv,48.0
2020,the city of Kyiv,43.5
2021,the city of Kyiv,52.7
2022,the city of Kyiv,
2023,the city of Kyiv,
