Value,Disaggregation combinations using this value,Number of indicators
11_bread,1,1
12_meat,1,1
13_milk,1,1
14_fish,1,1
15_veg,1,1
16_fruits,1,1
17_sugar,1,1
18_oil,1,1
19_eggs,1,1
