Year,Region,Value
2019,Mykolayiv,31.3
2020,Mykolayiv,23.2
2021,Mykolayiv,25.1
2022,Mykolayiv,
2023,Mykolayiv,
2015,Odesa,38.1
2016,Odesa,34.3
2017,Odesa,33.7
2018,Odesa,32.3
2019,Odesa,26.7
2020,Odesa,27.5
2021,Odesa,29.7
2022,Odesa,
2023,Odesa,
2015,Poltava,37.4
2016,Poltava,36.5
2017,Poltava,33.3
2018,Poltava,30.1
2019,Poltava,26.9
2020,Poltava,29.4
2021,Poltava,36.0
2022,Poltava,
2023,Poltava,
2015,Rivne,25.1
2016,Rivne,16.5
2017,Rivne,20.1
2018,Rivne,19.7
2019,Rivne,17.8
2020,Rivne,21.1
2021,Rivne,24.1
2022,Rivne,
2023,Rivne,
2015,Sumy,37.7
2016,Sumy,35.6
2017,Sumy,38.8
2018,Sumy,29.1
2019,Sumy,25.5
2020,Sumy,31.5
2021,Sumy,34.5
2022,Sumy,
2023,Sumy,
2015,Ternopil,13.9
2016,Ternopil,15.6
2017,Ternopil,16.9
2018,Ternopil,13.5
2019,Ternopil,15.3
2020,Ternopil,12.4
2021,Ternopil,9.9
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,35.3
2016,Kharkiv,29.9
2017,Kharkiv,29.0
2018,Kharkiv,28.5
2019,Kharkiv,23.3
2020,Kharkiv,26.7
2021,Kharkiv,25.9
2022,Kharkiv,
2023,Kharkiv,
2015,Kherson,49.1
2016,Kherson,41.8
2017,Kherson,41.5
2018,Kherson,41.0
2019,Kherson,37.1
2020,Kherson,37.5
2021,Kherson,40.2
2022,Kherson,
2023,Kherson,
2015,Khmelnytskiy,22.3
2016,Khmelnytskiy,22.7
2017,Khmelnytskiy,23.2
2018,Khmelnytskiy,26.5
2019,Khmelnytskiy,24.2
2020,Khmelnytskiy,21.2
2021,Khmelnytskiy,20.7
2022,Khmelnytskiy,
2023,Khmelnytskiy,
2015,Cherkasy,30.0
2016,Cherkasy,30.1
2017,Cherkasy,28.8
2018,Cherkasy,27.2
2019,Cherkasy,25.2
2020,Cherkasy,28.8
2021,Cherkasy,26.2
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,14.5
2016,Chernivtsi,8.5
2017,Chernivtsi,12.9
2018,Chernivtsi,11.4
2019,Chernivtsi,11.9
2020,Chernivtsi,15.9
2021,Chernivtsi,12.0
2022,Chernivtsi,
2023,Chernivtsi,
2015,Chernihiv,33.0
2016,Chernihiv,35.4
2017,Chernihiv,31.3
2018,Chernihiv,28.5
2019,Chernihiv,32.9
2020,Chernihiv,30.6
2021,Chernihiv,20.6
2022,Chernihiv,
2023,Chernihiv,
2015,the city of Kyiv,21.8
2016,the city of Kyiv,21.1
2017,the city of Kyiv,18.3
2018,the city of Kyiv,19.8
2019,the city of Kyiv,15.2
2020,the city of Kyiv,17.8
2021,the city of Kyiv,16.4
2022,the city of Kyiv,
2023,the city of Kyiv,
