Year,Region,Value
2018,27_reg_Sumy,68.0
2019,27_reg_Sumy,95.0
2020,27_reg_Sumy,73.0
2021,27_reg_Sumy,67.0
2022,27_reg_Sumy,82.0
2023,27_reg_Sumy,85.0
2015,28_reg_Ternopil,100.0
2016,28_reg_Ternopil,88.0
2017,28_reg_Ternopil,119.0
2018,28_reg_Ternopil,142.0
2019,28_reg_Ternopil,129.0
2020,28_reg_Ternopil,115.0
2021,28_reg_Ternopil,85.0
2022,28_reg_Ternopil,71.0
2023,28_reg_Ternopil,83.0
2015,29_reg_Kharkiv,100.0
2016,29_reg_Kharkiv,129.0
2017,29_reg_Kharkiv,99.0
2018,29_reg_Kharkiv,107.0
2019,29_reg_Kharkiv,99.0
2020,29_reg_Kharkiv,199.0
2021,29_reg_Kharkiv,67.0
2022,29_reg_Kharkiv,46.0
2023,29_reg_Kharkiv,132.0
2015,30_reg_Kherson,100.0
2016,30_reg_Kherson,96.0
2017,30_reg_Kherson,107.0
2018,30_reg_Kherson,110.0
2019,30_reg_Kherson,95.0
2020,30_reg_Kherson,110.0
2021,30_reg_Kherson,86.0
2022,30_reg_Kherson,34.0
2023,30_reg_Kherson,126.0
2015,31_reg_Khmelnytskiy,100.0
2016,31_reg_Khmelnytskiy,124.0
2017,31_reg_Khmelnytskiy,122.0
2018,31_reg_Khmelnytskiy,121.0
2019,31_reg_Khmelnytskiy,131.0
2020,31_reg_Khmelnytskiy,117.0
2021,31_reg_Khmelnytskiy,128.0
2022,31_reg_Khmelnytskiy,90.0
2023,31_reg_Khmelnytskiy,91.0
2015,32_reg_Cherkasy,100.0
2016,32_reg_Cherkasy,77.0
2017,32_reg_Cherkasy,82.0
2018,32_reg_Cherkasy,82.0
2019,32_reg_Cherkasy,74.0
2020,32_reg_Cherkasy,68.0
2021,32_reg_Cherkasy,78.0
2022,32_reg_Cherkasy,73.0
2023,32_reg_Cherkasy,66.0
2015,33_reg_Chernivtsi,100.0
2016,33_reg_Chernivtsi,120.0
2017,33_reg_Chernivtsi,113.0
2018,33_reg_Chernivtsi,120.0
2019,33_reg_Chernivtsi,127.0
2020,33_reg_Chernivtsi,120.0
2021,33_reg_Chernivtsi,117.0
2022,33_reg_Chernivtsi,117.0
2023,33_reg_Chernivtsi,97.0
2015,34_reg_Chernihiv,100.0
2016,34_reg_Chernihiv,105.0
2017,34_reg_Chernihiv,99.0
2018,34_reg_Chernihiv,98.0
2019,34_reg_Chernihiv,94.0
2020,34_reg_Chernihiv,69.0
2021,34_reg_Chernihiv,85.0
2022,34_reg_Chernihiv,77.0
2023,34_reg_Chernihiv,64.0
2015,35_reg_Kyiv_city,100.0
2016,35_reg_Kyiv_city,105.0
2017,35_reg_Kyiv_city,106.0
2018,35_reg_Kyiv_city,91.0
2019,35_reg_Kyiv_city,86.0
2020,35_reg_Kyiv_city,106.0
2021,35_reg_Kyiv_city,74.0
2022,35_reg_Kyiv_city,78.0
2023,35_reg_Kyiv_city,125.0
