Year,Group,Value
2015,1_pop,5.0
2016,1_pop,10.0
2017,1_pop,12.0
2018,1_pop,16.0
2019,1_pop,17.0
2020,1_pop,
2021,1_pop,10.0
2022,1_pop,
2023,1_pop,
2015,2_particip,16.0
2016,2_particip,13.0
2017,2_particip,28.0
2018,2_particip,34.0
2019,2_particip,
2020,2_particip,
2021,2_particip,11.0
2022,2_particip,
2023,2_particip,
2015,3_exper,
2016,3_exper,
2017,3_exper,38.0
2018,3_exper,41.0
2019,3_exper,44.0
2020,3_exper,
2021,3_exper,27.0
2022,3_exper,
2023,3_exper,
