Year,Region,Value
2015,,100.0
2016,,107.0
2017,,98.0
2018,,109.0
2019,,113.0
2020,,101.0
2021,,103.0
2022,,126.0
2023,,126.0
2015,11_reg_Vinnytsya,100.0
2016,11_reg_Vinnytsya,93.0
2017,11_reg_Vinnytsya,100.0
2018,11_reg_Vinnytsya,60.0
2019,11_reg_Vinnytsya,140.0
2020,11_reg_Vinnytsya,80.0
2021,11_reg_Vinnytsya,87.0
2022,11_reg_Vinnytsya,167.0
2023,11_reg_Vinnytsya,80.0
2015,12_reg_Volyn,100.0
2016,12_reg_Volyn,131.0
2017,12_reg_Volyn,62.0
2018,12_reg_Volyn,77.0
2019,12_reg_Volyn,162.0
2020,12_reg_Volyn,108.0
2021,12_reg_Volyn,54.0
2022,12_reg_Volyn,62.0
2023,12_reg_Volyn,77.0
2015,13_reg_Dnipropetrovsk,100.0
2016,13_reg_Dnipropetrovsk,100.0
2017,13_reg_Dnipropetrovsk,83.0
2018,13_reg_Dnipropetrovsk,100.0
2019,13_reg_Dnipropetrovsk,89.0
2020,13_reg_Dnipropetrovsk,57.0
2021,13_reg_Dnipropetrovsk,66.0
2022,13_reg_Dnipropetrovsk,130.0
2023,13_reg_Dnipropetrovsk,126.0
2015,14_reg_Donetsk,100.0
2016,14_reg_Donetsk,81.0
2017,14_reg_Donetsk,86.0
2018,14_reg_Donetsk,103.0
2019,14_reg_Donetsk,58.0
2020,14_reg_Donetsk,67.0
2021,14_reg_Donetsk,69.0
2022,14_reg_Donetsk,75.0
2023,14_reg_Donetsk,158.0
2015,15_reg_Zhytomyr,100.0
2016,15_reg_Zhytomyr,138.0
2017,15_reg_Zhytomyr,100.0
2018,15_reg_Zhytomyr,188.0
2019,15_reg_Zhytomyr,175.0
2020,15_reg_Zhytomyr,175.0
2021,15_reg_Zhytomyr,213.0
2022,15_reg_Zhytomyr,188.0
2023,15_reg_Zhytomyr,163.0
2015,16_reg_Zakarpattya,100.0
2016,16_reg_Zakarpattya,150.0
2017,16_reg_Zakarpattya,225.0
2018,16_reg_Zakarpattya,100.0
2019,16_reg_Zakarpattya,100.0
2020,16_reg_Zakarpattya,250.0
2021,16_reg_Zakarpattya,150.0
2022,16_reg_Zakarpattya,175.0
2023,16_reg_Zakarpattya,200.0
2015,17_reg_Zaporizhzhya,100.0
2016,17_reg_Zaporizhzhya,108.0
2017,17_reg_Zaporizhzhya,117.0
2018,17_reg_Zaporizhzhya,117.0
2019,17_reg_Zaporizhzhya,100.0
2020,17_reg_Zaporizhzhya,142.0
2021,17_reg_Zaporizhzhya,158.0
2022,17_reg_Zaporizhzhya,133.0
2023,17_reg_Zaporizhzhya,192.0
2015,18_reg_Ivano-Frankivsk,100.0
2016,18_reg_Ivano-Frankivsk,110.0
2017,18_reg_Ivano-Frankivsk,100.0
2018,18_reg_Ivano-Frankivsk,130.0
2019,18_reg_Ivano-Frankivsk,180.0
2020,18_reg_Ivano-Frankivsk,150.0
2021,18_reg_Ivano-Frankivsk,230.0
