Year,Region,Value
2022,24_reg_Odesa,
2023,24_reg_Odesa,
2015,25_reg_Poltava,28.0
2016,25_reg_Poltava,30.8
2017,25_reg_Poltava,29.0
2018,25_reg_Poltava,23.7
2019,25_reg_Poltava,25.4
2020,25_reg_Poltava,26.3
2021,25_reg_Poltava,26.6
2022,25_reg_Poltava,
2023,25_reg_Poltava,
2015,26_reg_Rivne,27.9
2016,26_reg_Rivne,20.9
2017,26_reg_Rivne,23.3
2018,26_reg_Rivne,26.5
2019,26_reg_Rivne,16.2
2020,26_reg_Rivne,21.1
2021,26_reg_Rivne,18.0
2022,26_reg_Rivne,
2023,26_reg_Rivne,
2015,27_reg_Sumy,25.5
2016,27_reg_Sumy,24.9
2017,27_reg_Sumy,30.4
2018,27_reg_Sumy,24.0
2019,27_reg_Sumy,21.2
2020,27_reg_Sumy,18.7
2021,27_reg_Sumy,19.9
2022,27_reg_Sumy,
2023,27_reg_Sumy,
2015,28_reg_Ternopil,22.4
2016,28_reg_Ternopil,18.9
2017,28_reg_Ternopil,21.1
2018,28_reg_Ternopil,23.2
2019,28_reg_Ternopil,14.9
2020,28_reg_Ternopil,19.2
2021,28_reg_Ternopil,13.3
2022,28_reg_Ternopil,
2023,28_reg_Ternopil,
2015,29_reg_Kharkiv,27.7
2016,29_reg_Kharkiv,29.7
2017,29_reg_Kharkiv,28.7
2018,29_reg_Kharkiv,24.7
2019,29_reg_Kharkiv,23.8
2020,29_reg_Kharkiv,26.4
2021,29_reg_Kharkiv,20.9
2022,29_reg_Kharkiv,
2023,29_reg_Kharkiv,
2015,30_reg_Kherson,28.9
2016,30_reg_Kherson,24.8
2017,30_reg_Kherson,23.3
2018,30_reg_Kherson,24.2
2019,30_reg_Kherson,25.7
2020,30_reg_Kherson,18.8
2021,30_reg_Kherson,24.2
2022,30_reg_Kherson,
2023,30_reg_Kherson,
2015,31_reg_Khmelnytskiy,27.6
2016,31_reg_Khmelnytskiy,28.7
2017,31_reg_Khmelnytskiy,29.1
2018,31_reg_Khmelnytskiy,16.9
2019,31_reg_Khmelnytskiy,21.3
2020,31_reg_Khmelnytskiy,21.9
2021,31_reg_Khmelnytskiy,19.9
2022,31_reg_Khmelnytskiy,
2023,31_reg_Khmelnytskiy,
2015,32_reg_Cherkasy,24.0
2016,32_reg_Cherkasy,22.3
2017,32_reg_Cherkasy,23.8
2018,32_reg_Cherkasy,23.6
2019,32_reg_Cherkasy,23.4
2020,32_reg_Cherkasy,25.2
2021,32_reg_Cherkasy,20.7
2022,32_reg_Cherkasy,
2023,32_reg_Cherkasy,
2015,33_reg_Chernivtsi,23.6
2016,33_reg_Chernivtsi,22.4
2017,33_reg_Chernivtsi,17.8
2018,33_reg_Chernivtsi,27.2
2019,33_reg_Chernivtsi,20.3
2020,33_reg_Chernivtsi,17.4
2021,33_reg_Chernivtsi,14.5
2022,33_reg_Chernivtsi,
2023,33_reg_Chernivtsi,
2015,34_reg_Chernihiv,26.2
2016,34_reg_Chernihiv,24.1
2017,34_reg_Chernihiv,21.3
2018,34_reg_Chernihiv,21.9
2019,34_reg_Chernihiv,19.5
2020,34_reg_Chernihiv,22.1
2021,34_reg_Chernihiv,14.7
2022,34_reg_Chernihiv,
2023,34_reg_Chernihiv,
2015,35_reg_Kyiv_city,25.7
2016,35_reg_Kyiv_city,22.4
2017,35_reg_Kyiv_city,22.7
2018,35_reg_Kyiv_city,27.6
2019,35_reg_Kyiv_city,21.9
2020,35_reg_Kyiv_city,22.4
2021,35_reg_Kyiv_city,22.4
2022,35_reg_Kyiv_city,
2023,35_reg_Kyiv_city,
