Year,Region,Value
2015,31_reg_Khmelnytskiy,14.3
2016,31_reg_Khmelnytskiy,14.0
2017,31_reg_Khmelnytskiy,16.9
2018,31_reg_Khmelnytskiy,15.9
2019,31_reg_Khmelnytskiy,10.7
2020,31_reg_Khmelnytskiy,12.6
2021,31_reg_Khmelnytskiy,10.1
2022,31_reg_Khmelnytskiy,
2023,31_reg_Khmelnytskiy,
2015,32_reg_Cherkasy,9.2
2016,32_reg_Cherkasy,13.4
2017,32_reg_Cherkasy,11.0
2018,32_reg_Cherkasy,7.5
2019,32_reg_Cherkasy,10.5
2020,32_reg_Cherkasy,10.6
2021,32_reg_Cherkasy,12.6
2022,32_reg_Cherkasy,
2023,32_reg_Cherkasy,
2015,33_reg_Chernivtsi,7.5
2016,33_reg_Chernivtsi,9.5
2017,33_reg_Chernivtsi,9.9
2018,33_reg_Chernivtsi,9.4
2019,33_reg_Chernivtsi,8.4
2020,33_reg_Chernivtsi,9.9
2021,33_reg_Chernivtsi,6.0
2022,33_reg_Chernivtsi,
2023,33_reg_Chernivtsi,
2015,34_reg_Chernihiv,9.0
2016,34_reg_Chernihiv,11.2
2017,34_reg_Chernihiv,12.6
2018,34_reg_Chernihiv,14.5
2019,34_reg_Chernihiv,12.0
2020,34_reg_Chernihiv,13.1
2021,34_reg_Chernihiv,8.2
2022,34_reg_Chernihiv,
2023,34_reg_Chernihiv,
2015,35_reg_Kyiv_city,9.2
2016,35_reg_Kyiv_city,8.7
2017,35_reg_Kyiv_city,8.0
2018,35_reg_Kyiv_city,7.5
2019,35_reg_Kyiv_city,8.1
2020,35_reg_Kyiv_city,8.1
2021,35_reg_Kyiv_city,9.1
2022,35_reg_Kyiv_city,
2023,35_reg_Kyiv_city,
